Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Gas Type,Scale,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Agriculture,Carbon dioxide,Units,0.143540068,0.137982979,0.143137459,0.150803689,0.148728293,0.158597503,0.150388516,0.15568867,0.154287123,0.165542762,0.165750691,0.170021403,0.157262786,0.177776377,0.169051821,0.17235414,0.17697195,0.177841493,0.179465797,0.186966453,0.184667103,0.150798871,0.144591213,0.138092478,0.100249171,0.10096703,0.113517996,0.112594251,0.105831448,0.086099521,0.099903719,0.084460285,0.088099225,0.098479839,0.089201646,0.083022157,0.093282522,0.094015504,0.081193309,0.084770475,0.092035189,0.108733693,0.142062437,0.130869717,0.129652482,0.134649048,0.085887214,0.098724782,0.083123392,0.085161851,0.078206768,0.066063988,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Agriculture,Greenhouse gas,Units,15.7715363,15.59835784,16.2336175,17.13993454,18.83436882,19.25890204,19.06519469,19.22526299,19.94243936,20.67775278,21.50289623,21.61408372,21.75500092,22.40963381,22.68976705,22.46477394,22.64852461,21.97141657,21.09161355,21.16641608,24.51195812,24.84185633,24.8903262,24.48879446,23.58740986,23.62147811,23.29595587,22.49659449,21.75229139,21.26274707,20.03836397,19.62860733,18.38578514,18.03923794,17.803199,17.64020013,17.75944028,17.53339065,17.56085998,17.46573629,17.51275361,17.18171968,16.99645508,17.48323731,17.64398739,18.21927041,18.43955265,18.4935303,17.9315813,17.71905833,17.65420372,17.45073346,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Agriculture,Methane,Units,9.715700617,9.572586269,10.07754251,10.73890504,11.68427072,11.93633114,11.8833044,11.92375773,12.48387063,12.82770447,13.47254919,13.58168193,13.79892624,14.21091421,14.30148009,14.1560063,14.25815278,13.90350837,13.32203737,13.52439662,14.67191824,14.87629363,14.76101388,14.6274935,14.09847696,13.94171267,13.58447162,12.98394933,12.84082652,12.67703935,12.2529933,12.16988801,11.54454668,11.3331526,11.32958473,11.26768968,11.26551273,11.34497656,11.51940505,11.65528179,11.67797385,11.55742579,11.5006256,11.77071275,11.86023482,12.27987848,12.66273883,12.5299532,12.0663469,11.95672994,11.88534124,11.74659169,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Agriculture,Nitrous oxide,Units,5.912295615,5.88778859,6.012937534,6.250225807,7.00136981,7.163973395,7.031501774,7.145816589,7.304281606,7.684505551,7.86459635,7.862380393,7.798811893,8.020943218,8.219235141,8.136413497,8.213399887,7.890066713,7.590110387,7.455053005,9.65537278,9.814763831,9.984721113,9.72320848,9.388683724,9.578798415,9.597966256,9.400050911,8.805633426,8.499608198,7.685466948,7.374259032,6.753139242,6.607605496,6.384412625,6.289488293,6.400645021,6.094398585,5.960261627,5.725684026,5.742744569,5.515560193,5.353767048,5.581654843,5.654100092,5.804742878,5.690926609,5.864852318,5.782111009,5.677166538,5.690655712,5.638077786,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Buildings and other Sectors,Carbon dioxide,Units,40.00650139,40.22049632,47.3596746,48.47724725,43.07700875,46.19869941,51.24114912,46.38636064,48.06144713,49.83173525,46.41711922,42.18345791,38.32113635,39.13183816,39.73047844,43.9629929,43.28926003,42.9306798,38.9411204,38.28777356,38.91649176,44.06780283,41.18835466,43.41036168,40.74498247,42.98747059,49.0432723,42.03101172,40.57045323,38.82216428,38.90714228,40.48736816,38.59244618,39.69648676,39.55400576,38.16243005,37.57237037,34.85021119,38.50790651,38.43908142,44.55024655,36.1417983,38.1392609,39.17325999,31.06866379,33.04962934,33.54898078,33.01478817,33.06201675,31.87117633,30.30830828,29.48927259,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Buildings and other Sectors,Greenhouse gas,Units,40.85219051,40.77132943,47.85248713,48.89988162,43.40879906,46.48184663,51.52740067,46.65193122,48.35078432,50.12678757,46.72859909,42.42013419,38.55954345,39.35398849,39.90267492,44.1641165,43.49419491,43.13114266,39.18681272,38.51881115,39.53512597,44.77866583,41.8971309,44.18719197,41.55268389,43.8987343,50.14634681,43.0840616,41.51282185,39.74627705,39.81530945,41.38682376,39.45405347,40.56618007,40.41274067,39.05998734,38.60289035,36.17634546,40.19533174,40.16937342,46.40180014,37.82977985,39.76039612,40.80382475,32.44714595,34.43315681,34.88499693,34.44376604,34.52759647,33.40897292,31.81671739,30.98630292,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Buildings and other Sectors,Methane,Units,0.682312758,0.406306074,0.343322753,0.266323665,0.199952898,0.154420892,0.149233054,0.133750647,0.137501427,0.140647753,0.136308109,0.127009809,0.110858918,0.112543118,0.110232785,0.135219139,0.136441945,0.131935753,0.16431034,0.152322319,0.568180253,0.658286547,0.65786852,0.724141861,0.756111976,0.85720952,1.045895201,0.999122408,0.88912407,0.871313148,0.855631105,0.846415205,0.811360573,0.819342287,0.808253718,0.846778187,0.978983357,1.276207549,1.635593036,1.67820987,1.795629755,1.636667124,1.570116663,1.578091939,1.330117498,1.333712776,1.285859156,1.379060803,1.414271268,1.486366222,1.456594887,1.445290444,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Buildings and other Sectors,Nitrous oxide,Units,0.163376363,0.144527033,0.149489782,0.156310701,0.131837417,0.128726327,0.1370185,0.131819935,0.151835767,0.154404565,0.175171762,0.109666467,0.127548181,0.109607212,0.061963699,0.065904463,0.068492931,0.068527114,0.081381985,0.078715276,0.050453961,0.052576451,0.050907723,0.052688422,0.051589443,0.054054187,0.057179309,0.053927468,0.05324455,0.05279963,0.05253606,0.053040397,0.050246719,0.050351028,0.05048119,0.050779105,0.051536625,0.049926725,0.051832194,0.05208213,0.055923834,0.051314429,0.05101856,0.052472826,0.04836466,0.049814696,0.050156987,0.049917069,0.051308453,0.051430369,0.051814221,0.051739888,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Chemical Industry,Carbon dioxide,Units,3.161112195,3.21302928,3.760315499,4.092201341,4.141472596,4.057893852,6.518972988,6.278959506,6.180333948,5.601253796,5.013288073,5.723883745,4.956141743,5.003459976,6.065120158,7.351254832,6.54462096,7.154920924,9.060976555,9.119026753,4.132020911,4.227619276,4.266918909,4.150784279,4.332523537,4.360909472,4.104464215,4.516378054,4.473186087,4.306529174,4.374684206,3.915513301,3.809950607,3.740816259,4.125883861,4.119322612,4.018241833,3.812880456,3.730996605,3.654453796,4.107488173,3.876151559,3.825582091,4.167395462,4.060541044,3.881297265,3.644951341,4.065857988,4.343872493,4.451493287,4.180046842,4.053250839,,,,,,,,,
"Netherlands, The",NL,NLD,Annual Net Emissions/Removals,Million metric tons of CO2 equivalent,"United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-11-07. Copyright 2022 United Nations Framework Convention on Climate Change; EDGARv7.0, Crippa, M., Guizzardi, D., Banja, M., Solazzo, E., Muntean, M., Schaaf, E., Pagani, F., Monforti-Ferrario, F., Olivier, J., Quadrelli, R., Risquez Martin, A., Taghavi-Moharamli, P., Grassi, G., Rossi, S., Jacome Felix Oom, D., Branco, A., San-Miguel-Ayanz, J. and Vignati, E., CO2 emissions of all world countries - 2022 Report, EUR 31182 EN, Publications Office of the European Union, Luxembourg, 2022, doi:10.2760/730164, JRC130363;  Food and Agriculture Organization of the United Nations (FAO). FAOSTAT Climate Change, Emissions, Emission Totals. License: CC BY-NC-SA 3.0 IGO. Extracted from: https://www.fao.org/faostat/en/#data/GT. Accessed on 2022-11-07; IMF staff calculations.",ECNGDR,Annual Net Emissions/Removals,"Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, National GHG Emissions Inventories and Implied National Mitigation (Nationally Determined Contributions) Targets, Annual Net Emissions/Removals",Chemical Industry,Fluorinated gases,Units,,,,,,,,,,,,,,,,,,,,,5.6063288,4.366074,5.621292034,6.31161511,8.077951492,7.297728571,8.959542,9.204257,10.3990082,4.76934058,3.534261491,0.983470324,0.783688874,0.645255155,0.54572517,0.303275058,0.412440849,0.3435057,0.291369484,0.411409439,0.641907515,0.291844645,0.235116538,0.291177438,0.073149442,0.160735828,0.224056438,0.149328738,0.344188822,0.427381853,0.128459701,0.128459701,,,,,,,,,
